FAKE_ACCTCODE,OPT_IN_DATE,FUEL_ONLY_PARENT_ACCT,CLI_AMOUNT,FLEETCOR_OPEN_DATE,CITY,STATE,ZIP,TERM_DAYS,DUE_DAYS,LOCK_DAYS,CREDIT_LIMIT,LOCK_CODE,LOCK_REASON,LOCK_TYPE,DEPOSIT_FLAG,PORTFOLIO,LOB_REPORTING,YEARMONTH,GALLONS,FUEL_SPEND,NONFUEL_SPEND,TOT_SPEND,PAYMENT_AMOUNT,NO_OF_PAYMENT,SNAPSHOT_DATE,CURRENT_BALANCE,UNBILLED_BALANCE,DAYS_PAST_DUE,BAL_1_30,BAL_31_60,BAL_61_90,BAL_90_PLUS
122880,8/28/2022,0,3500.00,8/4/2021,KATY,TX,77494,30,15,7,1280,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,48.87,157.22,0,157.22,300,2,44835,0,213.46,0,0,0,0,0
125356,3/9/2023,0,3000.00,9/10/2021,MARIETTA,GA,30068,15,14,10,1100,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,27.725,116.44,0,116.44,189.05,1,44986,0,0,0,0,0,0,0
310456,5/30/2019,0,1500.00,12/20/2016,SEMINOLE,TX,79360,7,5,18,400,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,68.06,226.24,790.4,1016.64,142.27,1,44835,0,0,0,0,0,0,0
116693,6/1/2022,0,3500.00,4/1/2021,CASSELBERRY,FL,32718,30,14,5,900,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,33.06,131.77,1031.01,1162.78,1702.62,4,44835,1040.28,19.99,0,0,0,0,0
116931,9/15/2022,0,3500.00,4/6/2021,LOS ANGELES,CA,90044,7,7,10,1200,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,0,0,5,5,172.76,1,44835,0,0,0,285,0,0,0
125194,10/5/2022,0,6000.00,9/9/2021,EL PASO,TX,79935,30,14,5,9000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,38.06,147.81,802.16,949.97,533.4,4,44986,0,0,0,0,0,0,0
130444,1/17/2023,0,12000.00,11/24/2021,SAN JOSE,CA,95139,30,15,10,12000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,84.235,537.2,0,537.2,1345.58,5,44835,0,342.8,0,0,0,0,0
136896,4/28/2023,0,1000.00,3/4/2022,FRESNO,CA,93703,30,14,10,500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,9,47.68,0,47.68,253.59,2,44835,0,391.52,4,315.91,0,0,0
141244,12/2/2022,0,7500.00,4/30/2022,DORCHESTER CENTER,MA,02124,30,14,10,4000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,729.764,3656.41,0,3656.41,3549.18,1,44835,0,0,31,11.38,1669.59,0,0
189587,3/16/2023,FUEL-ONLY PARENT ACCT,0.00,12/9/2020,DESOTO,TX,75115,30,10,7,1500,M,A/R REASON,PERM LOCK,1,Fuelman,Fuelman,202210,149.988,512.08,0,512.08,325.43,1,45231,0,0,222,0,0,0,4554.3
113872,2/24/2022,0,3000.00,1/6/2021,GRIFFIN,GA,30223,30,14,10,500,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202212,22.56,57.06,0,57.06,200,1,44835,0,359.88,0,0,0,0,0
115664,11/4/2022,0,8500.00,3/4/2021,PFLUGERVILLE,TX,78660,30,14,3,250,I,BAD AGENCY,PERM LOCK,1,CSMC,NAP,202210,17.09,92.31,0,92.31,261.17,1,44835,0,0,0,0,0,0,0
117447,7/21/2022,0,11500.00,4/20/2021,SAVANNAH,GA,31407,30,14,7,4500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,50.121,169.19,1290.25,1459.44,1983.48,1,44835,2435.74,1489.96,0,0,0,0,0
118317,8/11/2022,0,14500.00,5/12/2021,NEW ORLEANS,LA,70119,30,15,10,14500,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,11.94,35,2715.57,2750.57,1754.31,2,44835,0,0,0,0,0,0,0
118521,8/3/2022,0,4000.00,5/15/2021,OTTUMWA,IA,52501,30,14,7,4000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,177.116,724.06,627.81,1351.87,931.23,1,44986,0,0,0,0,0,0,0
120582,7/21/2022,0,3500.00,6/29/2021,TAMPA,FL,33602,30,14,18,3500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,10.978,37.12,340.78,377.9,487.23,2,44835,0,39.2,0,0,0,0,0
129205,5/6/2023,0,7000.00,11/4/2021,SUN PEAKS,BC,V0E5N0,30,14,18,7000,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,290.016,1577.35,0,1577.35,2518.5,1,44835,0,5000,0,0,0,0,0
129566,10/17/2022,0,3000.00,11/9/2021,ATLANTIC CITY,NJ,08401,30,14,7,500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,47.93,47.93,7.52,1,44835,0,0,0,0,0,0,0
130093,8/2/2022,0,3500.00,11/17/2021,CHARLOTTE,NC,28216,30,14,5,300,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,48.164,175.58,324.09,499.67,300,1,44835,0,342.8,0,0,0,0,0
132877,10/22/2022,0,11000.00,1/8/2022,FLINT,MI,48503,15,10,3,6600,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,0,0,3000,3000,3000,1,44986,0,2700.56,0,0,0,0,0
136242,6/2/2023,0,8500.00,2/24/2022,GREENWOOD,IN,46143,30,14,5,5000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,1734.524,6586.86,0,6586.86,9566.45,5,44835,0,3333.37,0,0,0,0,0
143285,12/9/2022,0,3000.00,6/6/2022,OPA LOCKA,FL,33055,30,14,5,3000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,113.63,379.28,0,379.28,639.7,3,44835,0,0,31,11.38,1669.59,0,0
143586,2/14/2023,0,1200.00,6/9/2022,WEST WARWICK,RI,02893,30,15,18,350,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,94.227,321.12,0,321.12,398.99,1,44835,0,0,31,11.38,1669.59,0,0
183921,8/25/2021,FUEL-ONLY PARENT ACCT,0.00,9/5/2019,ORLANDO,FL,32824,14,10,10,1870,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,202210,358.462,1472.87,0,1472.87,1442.3,2,45231,0,0,222,0,0,0,4554.3
115890,5/23/2022,0,3500.00,3/10/2021,NAPLES,FL,34120,30,14,7,1200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,680.102,2321.79,0,2321.79,1835.46,1,44835,0,0,0,0,0,0,0
116205,8/8/2022,0,3000.00,3/17/2021,MARIETTA,GA,30064,30,21,5,7500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,46.771,166.55,4175.53,4342.08,2955.4,4,44835,0,0,0,0,0,0,0
116539,6/17/2022,0,3000.00,3/26/2021,PEORIA,AZ,85382,30,14,3,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,31.15,152.63,3032.19,3184.82,1500,1,44835,0,0,0,0,0,0,0
118059,10/6/2022,0,5500.00,5/6/2021,ARLINGTON,VA,22206,30,14,5,700,G,OVERDUE,PERM LOCK,1,BPMC,NAP,202210,73.78,260.47,864.45,1124.92,1813.13,2,44835,670.46,0,26,0,5391.54,0,0
124179,7/20/2022,0,20000.00,8/25/2021,GLEN BURINE,MD,21061,7,5,18,20000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,30.55,126.93,0,126.93,189.16,2,44835,0,0,0,0,0,0,0
126634,12/30/2022,0,14500.00,9/29/2021,VERNAL,UT,84078,7,7,10,14000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2143.834,10803.93,0,10803.93,12968.97,5,44986,624.17,66.74,0,0,0,0,0
128206,1/18/2023,0,20000.00,10/21/2021,EDGEWOOD,MD,21040,7,7,3,20000,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,85.28,348.6,43.8,392.4,458.45,3,44835,0,0,88,0,0,12326.21,0
129076,8/15/2022,0,26000.00,11/3/2021,MARINGOUIN,LA,70757,30,14,18,51000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,3.496,13.39,2547.25,2560.64,500,1,44835,0,5000,0,0,0,0,0
132023,7/27/2022,0,8000.00,12/18/2021,GREENVILLE,SC,29615,30,14,7,9600,B,Fraud / Suspicious Activity,PERM LOCK,1,BPMC,NAP,202210,0,0,675.05,675.05,2758.75,4,44835,0,2700.56,0,0,0,0,0
133120,4/23/2023,0,3600.00,1/12/2022,FORT JENNINGS,OH,45844,7,25,3,2700,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,592.55,2842.48,0,2842.48,3098.86,4,44835,0,2700.56,0,0,0,0,0
133748,9/19/2022,0,6000.00,1/22/2022,SARASOTA,FL,34231,30,14,7,1000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,11.114,40,855.48,895.48,1812.48,2,44835,0,191.41,0,0,0,0,0
136020,6/21/2023,0,7500.00,2/19/2022,COSHOCTON,OH,43812,30,14,10,7500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,523.59,1999.89,0,1999.89,1550.13,1,44835,0,1503.5,0,0,0.03,0,0
136133,10/25/2022,0,10000.00,2/20/2022,WHITE OAK,TX,75693,30,14,3,3100,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,0,0,3134.83,3134.83,3269.66,3,44835,0,269.75,3,3000,0,0,0
137507,10/15/2023,0,3000.00,3/12/2022,ROSEVILLE,MI,48066,30,14,10,3000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,104.211,439.45,0,439.45,398.64,1,44835,0,0,0,0,0,0,0
139095,6/17/2023,0,5500.00,3/31/2022,BIRMINGHAM,AL,35215,30,14,10,3000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,418.267,1410.93,0,1410.93,1300,3,44835,0,0,0,0,0,0,0
179721,8/21/2021,FUEL-ONLY PARENT ACCT,0.00,9/24/2018,TULARE,CA,93274,7,10,3,4000,M,NSF,TEMP LOCK,1,Fuelman,Fuelman,202210,134.936,780.16,0,780.16,40,1,45231,0,0,222,0,0,0,4554.3
181724,7/26/2021,FUEL-ONLY PARENT ACCT,0.00,3/20/2019,LYTLE,TX,78052,7,7,3,11000,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,202210,985.144,4450.85,0,4450.85,3495.57,4,45231,0,0,222,0,0,0,4554.3
128543,12/20/2022,0,3600.00,10/27/2021,CHARLOTTE,NC,28227,30,15,3,3600,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,41.583,146.7,557.14,703.84,109.34,2,44835,0,0,126,0,60,35.97,4868.16
130045,9/2/2022,0,3500.00,11/17/2021,RIVERVIEW,FL,33578,30,15,18,3500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,29.79,98.22,0,98.22,405.05,2,44986,0,342.8,0,0,0,0,0
130379,10/25/2022,0,8500.00,11/22/2021,LAND O LAKES,FL,34639,30,15,7,8500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,223.705,710.43,216.34,926.77,1304.74,2,44835,0,342.8,0,0,0,0,0
130811,1/27/2023,0,4000.00,12/2/2021,GRIFFITH,IN,46319,7,5,7,4000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202212,155.24,740,0,740,733.01,1,44835,0,342.8,0,0,0,0,0
133360,12/9/2022,0,4000.00,1/15/2022,TALLAHASSEE,FL,32301,30,15,10,4000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,962.843,3234.96,0,3234.96,2176.25,4,44835,0,2800.32,0,0,0,0,0
138019,11/22/2022,0,3500.00,3/18/2022,FIFE,WA,98424,30,15,5,3000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,114.903,560.72,0,560.72,1221.02,2,44835,0,0,0,0,0,0,0
138357,12/20/2022,0,3000.00,3/23/2022,CARLISLE,SC,29031,7,7,3,1200,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,282.753,984.11,0,984.11,883.52,3,44835,0,0,0,0,0,0,0
138431,11/15/2022,0,3000.00,3/24/2022,PFLUGERVILLE,TX,78660,30,14,18,3000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202211,139.009,419.38,617.22,1036.6,15.01,1,44835,0,0,0,0,0,0,0
142700,11/11/2022,0,3500.00,5/25/2022,JAMAICA,NY,11433,30,14,18,400,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,35.16,116.77,0,116.77,301.15,3,44835,0,0,31,11.38,1669.59,0,0
267165,2/17/2020,0,12500.00,2/16/2019,TWINSBURG,OH,44087,30,14,10,11200,S,S-LOCK,TEMP LOCK,0,SWMC,NAP,202210,797.465,3014.61,60.19,3074.8,3557.99,1,44835,3944.56,0,0,0,0,0,0
267391,3/2/2022,0,25000.00,7/16/2019,RALEIGH,NC,27612,30,14,3,20000,Q,INACTIVE,PERM LOCK,1,BPMC,NAP,202210,1148.927,4094.85,4162.94,8257.79,6000,1,44835,3944.56,0,0,0,0,0,0
114045,4/30/2022,0,6000.00,1/9/2021,LYNCHBURG,SC,29080,30,14,3,6000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,4945.471,24448.35,1644.19,26092.54,27550,18,44835,0,359.88,0,0,0,0,0
114612,6/3/2022,0,4000.00,2/2/2021,HALLANDALE,FL,33009,30,14,7,2100,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,150.519,512.46,450.22,962.68,469.38,1,44835,0,359.88,0,0,0,0,0
115480,7/23/2022,0,11000.00,2/28/2021,TUSTIN,CA,92780,15,15,5,5950,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,296.177,1660.94,463.37,2124.31,1684.85,1,45231,0,2010.52,0,0,0,0,0
115815,6/2/2022,0,16000.00,3/9/2021,APPLE VALLEY,CA,92307,30,14,5,16000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,0,0,817.24,817.24,4400.16,1,44835,0,0,0,0,0,0,0
116749,5/29/2022,0,7500.00,4/2/2021,CHICAGO,IL,60615,30,14,7,7500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202211,0,0,41.78,41.78,51.49,1,44986,0,50.45,36,1788.57,2898.08,0,0
117012,4/27/2022,0,5000.00,4/8/2021,GRAND JUNCTION,CO,81506,30,15,10,5000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,396.934,1792.23,0,1792.23,2681.06,2,44835,0,576.55,2,1087.91,0,0,0
117063,6/12/2022,0,3500.00,4/8/2021,SIMPSONVILLE,SC,29681,30,14,7,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,10.73,43.29,2300.24,2343.53,3304.79,2,44835,0,0,0,0,0,0,0
117676,9/26/2022,0,3500.00,4/24/2021,FORT MILL,SC,29707,30,14,18,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,134.763,510.93,1419.43,1930.36,797.72,2,44835,0,0,0,0,0,0,0
118625,10/21/2022,0,37500.00,5/19/2021,BREA,CA,92821,30,14,7,37500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,1116.961,7014.86,241.79,7256.65,10548.79,1,44835,0,3484.85,0,0,0,0,0
119395,8/8/2022,0,6500.00,6/5/2021,FORT WAYNE,IN,46835,30,14,5,3300,G,OVERDUE,PERM LOCK,0,BPMC,NAP,202301,37.168,135,4497.98,4632.98,3687.24,1,44986,480.51,217.08,0,0,0,0,0
122933,7/6/2022,0,3500.00,8/5/2021,EAST NORRITON,PA,19401,7,7,10,3500,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,13.55,50.53,0,50.53,125.53,2,44835,0,0,35,564.6,4346.43,0,0
129223,7/21/2022,0,3500.00,11/4/2021,HYATTSVILLE,MD,20785,30,14,18,200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,365.12,365.12,476.19,3,44835,0,5000,0,0,0,0,0
129492,9/19/2022,0,26000.00,11/6/2021,HYDE PARK,NY,12538,7,7,3,26000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,0,0,4320.58,4320.58,6404.51,4,44835,0,0,0,0,0,0,0
129589,9/23/2022,0,7500.00,11/10/2021,TAMPA,FL,33605,15,14,7,2350,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,54.76,54.76,209.68,2,44835,0,0,27,0,9.57,0,0
135668,4/25/2023,0,3000.00,2/16/2022,PLYMOUTH,WI,53073,30,14,10,2260,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,375.89,1459.42,0,1459.42,1757.21,3,44835,0,962.04,0,0,0,0,0
141438,8/25/2023,0,1200.00,5/4/2022,HENDERSONVILLE,TN,37075,7,5,5,600,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,65.477,217.76,0,217.76,112.18,1,44835,0,0,31,11.38,1669.59,0,0
116152,5/24/2022,0,15000.00,3/16/2021,NEW CASTLE,PA,16101,30,14,10,15000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,188.895,726.95,3975.62,4702.57,5445.85,1,44835,0,0,0,0,0,0,0
117218,7/11/2022,0,6500.00,4/13/2021,HALLANDALE BEACH,FL,33009,30,14,7,4000,G,OVERDUE,PERM LOCK,0,BPMC,NAP,202210,21.72,91.46,0,91.46,731.01,1,44986,0,0,171,0,0,0,4856.21
117255,4/25/2023,0,3000.00,4/14/2021,SAINT PAUL,MN,55106,30,14,7,1200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,143.069,474.42,0,474.42,603.78,1,44835,453.49,100.04,0,0,0,0,0
117887,2/11/2023,0,5000.00,4/30/2021,LITTLE ROCK,AR,72204,30,15,3,1000,Q,INACTIVE,PERM LOCK,1,FMMC,NAL MC,202210,852.246,3378.8,13.57,3392.37,3815.36,11,44986,0,0,31,6.79,222.31,0,0
118075,12/3/2022,0,5500.00,5/6/2021,PFLUGERVILLE,TX,78660,15,14,5,5040,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,1188.453,5295.16,0,5295.16,5504.38,4,44835,0,0,0,0,0,0,0
118249,8/11/2022,0,3500.00,5/11/2021,NORCROSS,GA,30071,30,14,10,3500,Q,INACTIVE,PERM LOCK,1,BPMC,NAP,202210,26.2,81.5,15,96.5,152.01,1,44835,0,0,0,0,0,0,0
121643,8/25/2022,0,3500.00,7/16/2021,SAN LEANDRO,CA,94577,15,10,18,2100,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,712.9,712.9,824.9,1,44835,16,0,0,0,0,0,0
123441,7/30/2022,0,3500.00,8/12/2021,SOUTH HOLLAND,IL,60473,30,14,5,5000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,0,0,155.48,155.48,47.99,2,44835,0,55.11,0,0,0,0,0
127460,11/17/2022,0,3500.00,10/9/2021,ROSEDALE,NY,11422,30,14,5,1100,P,PAYMENT PLAN,PERM LOCK,0,BPMC,NAP,202210,30.68,112.59,222.53,335.12,132.74,1,44835,624.17,66.74,0,0,0,0,0
132060,3/5/2023,0,3000.00,12/21/2021,TAMPA,FL,33618,30,14,7,500,A,Other,PERM LOCK,1,BPMC,NAP,202212,76.05,224.5,0,224.5,175,2,45231,0,2700.56,0,0,0,0,0
135715,11/4/2022,0,3500.00,2/16/2022,MELBOURNE,FL,32901,30,15,3,250,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,23.045,80,0,80,258.89,1,44835,0,0,0,0,0,0,0
143744,3/15/2023,0,1000.00,6/14/2022,DYER,IN,46311,30,14,10,500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,113.37,569.09,0,569.09,425.75,2,45231,0,0,31,11.38,1669.59,0,0
112609,4/1/2022,0,3500.00,10/13/2020,INDIANAPOLIS,IN,46216,30,14,18,3500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202304,0,0,189,189,197.11,1,44835,0,0,0,0,0,0,0
114580,3/5/2022,0,3500.00,1/30/2021,COUNTRY CLUB HILLS,IL,60478,30,14,7,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,0,0,564.19,564.19,1118.85,2,45231,0,359.88,0,0,0,0,0
116104,8/17/2022,0,3500.00,3/16/2021,GARY,IN,46404,15,10,3,600,N,NSF,TEMP LOCK,0,FMMC,NAL MC,202210,0,0,47.1,47.1,841.68,1,44835,0,0,0,0,0,0,0
116936,4/27/2022,0,7500.00,4/6/2021,MATTESON,IL,60443,30,15,3,1500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,61.744,273.86,764.31,1038.17,290.43,2,44835,0,0,0,0,0,0,0
117631,9/13/2022,0,4000.00,4/23/2021,UNION,NJ,07083,30,14,18,400,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,956.51,956.51,391.53,1,44835,0,0,0,0,0,0,0
118709,8/13/2022,0,3500.00,5/20/2021,BALTIMORE,MD,21239,7,7,3,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,143.007,705.37,72.92,778.29,1123.29,4,44835,0,0,110,0,0,6.6,1115.74
119485,8/2/2022,0,4000.00,6/8/2021,GOOSE CREEK,SC,29445,30,14,7,4000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,60.433,203.57,0,203.57,1409.36,2,44835,0,80.63,0,0,0,0,0
123733,10/22/2022,0,7000.00,8/18/2021,MERRIMACK,NH,03054,30,15,7,7000,B,Fraud / Suspicious Activity,PERM LOCK,0,FMMC,NAL MC,202210,0,0,6499,6499,4329,3,44835,0,55.11,0,0,0,0,0
126067,11/12/2022,0,3500.00,9/21/2021,OAK HILLS,CA,92344,30,15,3,600,A,Other,PERM LOCK,1,FMMC,NAL MC,202210,26.819,150.57,0,150.57,188.84,1,44835,0,0,0,0,0,0,0
127118,8/24/2022,0,3500.00,10/6/2021,CHICAGO,IL,60619,30,15,3,3500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,95.332,532.68,1334.56,1867.24,2557.22,2,44835,624.17,66.74,0,0,0,0,0
129206,12/20/2022,0,5500.00,11/4/2021,KITCHENER,ON,N2H 0C3,7,7,5,5500,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,695.619,3897.44,198.1,4095.54,7335.17,7,44835,0,5000,0,0,0,0,0
132485,3/1/2023,0,1400.00,12/31/2021,CITRA,FL,32113,30,14,7,1400,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,275.69,955.7,0,955.7,1155.25,2,44835,0,2700.56,0,0,0,0,0
135196,11/29/2022,0,3500.00,2/10/2022,HINESVILLE,GA,31313,30,14,5,2500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202212,0,0,1095.8,1095.8,135.84,1,44835,0,191.41,0,0,0,0,0
137148,6/1/2023,0,3000.00,3/9/2022,WORTHINGTON,OH,43085,7,7,10,600,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,188.22,742.91,0,742.91,1706.34,2,44835,342.09,103.68,0,0,0,0,0
138188,11/23/2022,0,3500.00,3/22/2022,MT PLEASANT,SC,29466,7,5,7,1650,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,143.77,569.91,0,569.91,372.2,2,44835,0,0,0,0,0,0,0
138425,7/19/2023,0,11000.00,3/23/2022,STOCKTON,CA,95204,15,14,10,11000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,2596.275,13841.27,0,13841.27,18065.38,6,44835,0,0,0,0,0,0,0
139613,3/2/2023,0,3000.00,4/6/2022,RIVERVIEW,FL,33578,30,7,5,3000,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,357.935,1217.05,0,1217.05,1781.25,1,44835,1580.02,141.5,20,0,146.6,0,0
142350,12/9/2022,0,1000.00,5/19/2022,NIAGARA FALLS,NY,14301,30,14,5,500,A,Other,PERM LOCK,1,SWMC,NAP,202211,9.53,32.68,0,32.68,371.79,1,44835,0,0,0,0,0,0,0
214196,5/11/2023,FUEL-ONLY PARENT ACCT,0.00,1/13/2022,LONG BEACH,CA,90813,30,10,10,1100,M,NSF,TEMP LOCK,0,Fuelman,Fuelman,202210,34.198,208.26,0,208.26,87.35,1,45231,0,71.47,0,0,0,0,0
267300,1/8/2020,0,5500.00,7/10/2019,ODESSA,TX,79764,15,13,5,3000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,76.712,249.3,304.53,553.83,401.75,1,44835,3944.56,0,0,0,0,0,0
274261,10/16/2021,0,7500.00,9/15/2019,COLUMBUS,OH,43206,15,13,18,9000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1011.412,3828,0,3828,3268.9,2,44986,3944.56,0,0,0,0,0,0
289354,6/22/2019,0,58500.00,9/18/2013,HUNTERSVILLE,NC,28078,15,14,3,40600,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,7881.477,40217.53,-1.87,40215.66,43056.71,4,44835,0,0,0,0,0,0,0
289592,6/18/2021,0,3500.00,3/7/2020,CLAYTON,NC,27520,30,15,3,200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,5.77,20.21,843.96,864.17,742.06,3,44835,0,0,0,0,0,0,0
293843,1/3/2023,0,41500.00,5/18/2017,SEVIERVILLE,TN,37876,30,14,7,41500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,1960.311,9160.38,0,9160.38,10174.95,1,44835,0,0,0,0,0,0,0
296389,3/5/2022,0,31500.00,5/1/2020,MORGANZA,LA,70759,30,15,3,31500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,0,0,18003.65,18003.65,17420.57,2,44835,0,0,0,0,0,0,0
297598,2/10/2020,0,24000.00,1/30/2015,WASHBURN,IL,61570,7,5,3,24000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,976.864,4992.87,0,4992.87,5305.73,4,44835,0,0,0,0,0,0,0
297789,4/5/2022,0,13000.00,5/21/2020,BERLIN,NJ,08009,7,7,3,1000,A,Other,PERM LOCK,1,FMMC,NAL MC,202210,3485.9,13256.19,0,13256.19,15181.25,2,44835,0,0,0,0,0,0,0
265047,7/31/2022,0,5500.00,3/6/2019,SMYRNA,GA,30080,30,14,18,6600,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,172.41,684.13,1182.66,1866.79,1104.92,1,44835,3944.56,0,0,0,0,0,0
270335,12/10/2022,0,18000.00,6/11/2019,SHEFFIELD VILLAGE,OH,44054,7,7,3,18000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2840.558,14865.36,0,14865.36,14184.58,4,44835,3944.56,0,0,0,0,0,0
272449,10/22/2018,0,20000.00,3/29/2016,HOUSTON,TX,77033,30,14,5,2500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,84.091,253.58,73,326.58,973.13,1,44835,3944.56,0,0,0,0,0,0
272483,12/11/2019,0,32200.00,5/12/2016,BLYTHE,GA,30805,7,7,3,32200,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,200.992,868.81,0,868.81,1530.09,3,44835,3944.56,0,0,0,0,0,0
279799,1/21/2020,0,5500.00,9/21/2018,SANDUSKY,OH,44870,7,7,10,3000,Q,INACTIVE,PERM LOCK,1,FMMC,NAL MC,202210,1158.961,4405.51,589.31,4994.82,4476.49,4,44835,3944.56,0,0,0,0,0,0
