FAKE_ACCTCODE,OPT_IN_DATE,FUEL_ONLY_PARENT_ACCT,CLI_AMOUNT,FLEETCOR_OPEN_DATE,CITY,STATE,ZIP,TERM_DAYS,DUE_DAYS,LOCK_DAYS,CREDIT_LIMIT,LOCK_CODE,LOCK_REASON,LOCK_TYPE,DEPOSIT_FLAG,PORTFOLIO,LOB_REPORTING,YEARMONTH,GALLONS,FUEL_SPEND,NONFUEL_SPEND,TOT_SPEND,PAYMENT_AMOUNT,NO_OF_PAYMENT,SNAPSHOT_DATE,CURRENT_BALANCE,UNBILLED_BALANCE,DAYS_PAST_DUE,BAL_1_30,BAL_31_60,BAL_61_90,BAL_90_PLUS
136207,3/5/2023,0,7500.00,2/23/2022,GOSHEN,NY,10924,15,14,7,3500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,69.376,264.64,0,264.64,274.64,3,44835,0,0,0,0,0,0,0
142896,12/7/2022,0,3000.00,5/27/2022,KINGWOOD,TX,77339,30,14,5,500,A,Other,PERM LOCK,1,BPMC,NAP,202210,71.62,220.76,0,220.76,575,1,45231,0,0,0,0,0,0,0
144673,1/24/2023,0,3000.00,6/23/2022,MOREHEAD CITY,NC,28557,30,14,10,3000,B,Fraud / Suspicious Activity,PERM LOCK,1,SWMC,NAP,202210,151.33,522.55,0,522.55,529.16,1,44835,0,0,0,0,0,0,0
150968,12/27/2022,0,3000.00,7/19/2022,CHARLOTTE,NC,28215,15,13,3,3000,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,202210,342.975,1196.19,0,1196.19,2017.76,3,44835,9545.96,920.23,0,0,0,0,0
152161,2/17/2023,0,10000.00,8/16/2022,PROSPERITY,SC,29127,15,14,10,10000,B,Fraud / Suspicious Activity,PERM LOCK,1,BPMC,NAP,202210,141.653,530.87,0,530.87,1731.81,2,44986,9545.96,920.23,0,0,0,0,0
154291,9/1/2022,0,3000.00,8/26/2022,DUSON,LA,70529,7,7,3,2750,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,767.018,3407.44,779.61,4187.05,4200.92,4,44835,9545.96,920.23,0,0,0,0,0
112822,12/30/2021,0,13000.00,11/3/2020,LOGANVILLE,GA,30052,7,7,3,1900,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,1503.978,5887.38,30,5917.38,6915.19,5,45231,0,0,0,0,0,0,0
112981,7/3/2022,0,3500.00,11/13/2020,CALUMET CITY,IL,60409,30,16,18,1700,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,202210,0,0,1072.84,1072.84,59.44,1,44835,543.73,0,0,0,0,0,0
113005,5/2/2022,0,18500.00,11/13/2020,FORT WORTH,TX,76179,7,7,3,22200,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,5415.844,25489.42,15880.61,41370.03,39492.97,6,44835,0,0,162,0,0,0,22886.36
114924,9/12/2022,0,9000.00,2/10/2021,TOLEDO,OH,43620,30,14,7,9000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,57.486,217.87,8005.55,8223.42,400,1,44835,0,0,0,0,0,0,0
117050,7/24/2022,0,4500.00,4/8/2021,BALTIMORE,MD,21209,7,5,3,4500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,62.49,261.33,0,261.33,126.74,3,44835,0,0,0,0,0,0,0
117219,5/30/2022,0,4000.00,4/13/2021,BOWIE,MD,20716,30,14,10,5600,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202301,40.08,135.72,0,135.72,8,1,44986,0,0,0,0,0,0,0
117499,2/21/2023,0,7500.00,4/21/2021,HALTOM CITY,TX,76117,30,15,5,3100,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,313.303,1507.04,0,1507.04,1769.88,1,44835,2134.31,1974.2,0,0,0,0,0
118327,10/1/2022,0,5000.00,5/12/2021,VICKSBURG,MS,39180,7,7,3,500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,1148.002,5617.64,2722.8,8340.44,8699.83,4,44835,0,0,0,0,0,0,0
122430,1/30/2023,0,16500.00,7/29/2021,NORTH PORT,FL,34288,30,15,5,5000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,655.548,2266.47,0,2266.47,4822.95,1,44835,0,55.11,0,0,0,0,0
126797,10/5/2022,0,16000.00,10/2/2021,HIGHLAND SPRINGS,VA,23075,30,14,7,16000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,77.24,271.05,1732.71,2003.76,354.06,2,44835,624.17,66.74,0,0,0,0,0
135108,4/23/2023,0,1200.00,2/9/2022,RENO,NV,89501,30,14,7,1200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,92.228,344.91,0,344.91,405.65,2,44835,0,191.41,0,0,0,0,0
135844,9/14/2023,0,1200.00,2/18/2022,BATON ROUGE,LA,70816,30,14,10,600,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,87.91,281.39,0,281.39,320.64,1,44835,245.14,158.69,0,0,0,0,0
136604,2/15/2023,0,3000.00,3/2/2022,DECATUR,GA,30034,7,7,3,1350,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,267.685,1208.66,0,1208.66,1228.34,2,44835,0,0,0,0,0,0,0
138539,2/15/2023,0,4000.00,3/25/2022,TRENTON,NJ,08629,30,14,10,3000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,40.76,179.43,0,179.43,111.87,2,44835,0,0,0,0,0,0,0
139719,11/21/2022,0,3500.00,4/7/2022,CORAL SPRINGS,FL,33071,7,7,18,2500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,78.233,270,0,270,445,1,44835,0,0,0,0,0,0,0
139757,11/9/2022,0,7500.00,4/8/2022,PHILADELPHIA,PA,19149,30,14,10,5000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,100.66,394.79,0,394.79,476.91,1,45170,2113.65,6972.48,0,0,0,0,0
140842,6/8/2023,0,15000.00,4/24/2022,HAZLEHURST,GA,31539,7,7,10,10000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,3586.017,17069.26,0,17069.26,19331.57,5,44835,0,0,0,0,0,0,0
143225,3/31/2023,0,4000.00,6/3/2022,LEBANON,CT,06249,7,7,10,4000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,721.136,2514.51,0,2514.51,3132.34,4,44835,377.82,129.6,0,0,0,0,0
143266,12/2/2022,0,3000.00,6/6/2022,CULVER CITY,CA,90230,30,14,3,400,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,185.73,1060.47,0,1060.47,720.91,5,44835,377.82,129.6,0,0,0,0,0
176860,9/18/2021,FUEL-ONLY PARENT ACCT,0.00,12/12/2017,HIGHLAND,IN,46322,14,10,16,1500,M,OTHER,PERM LOCK,1,Fuelman,Fuelman,202210,25.722,105.58,0,105.58,138.35,2,45231,5538.65,1925.93,0,0,0,0,0
112491,2/11/2022,0,5500.00,10/2/2020,PHILADELPHIA,PA,19154,30,14,5,2220,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,204,1134.73,0,1134.73,1341.75,1,44835,0,0,0,0,0,0,0
113039,4/2/2022,0,10000.00,11/17/2020,AUGUSTA,GA,30907,30,15,10,10000,G,OVERDUE,PERM LOCK,1,FMMC,NAL MC,202210,57.971,197.34,0,197.34,529.27,1,45231,0,0,0,0,0,0,0
113142,1/6/2022,0,4000.00,11/21/2020,JONESVILLE,LA,71343,30,15,5,1200,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,113.69,362.48,10.91,373.39,536.18,1,44835,344.87,0,0,0,0,0,0
113457,1/18/2022,0,9000.00,12/12/2020,BAYTOWN,TX,77521,7,7,3,1400,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,327.63,1400,1078.71,2478.71,3006.39,4,44835,0,0,0,0,0,0,0
114514,4/16/2022,0,5500.00,1/28/2021,KNIGHTSTOWN,IN,46148,30,14,10,5500,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,419.636,1694.71,328.14,2022.85,5894.9,2,44835,0,359.88,0,0,0,0,0
114909,4/14/2022,0,26500.00,2/10/2021,LOUISVILLE,OH,44641,30,14,10,26500,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,1048.061,5094.24,18288.67,23382.91,12369.01,1,44835,0,0,0,0,0,0,0
115445,4/13/2022,0,5500.00,2/26/2021,SOUTH DENNIS,MA,02660,7,7,3,1000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,0,0,40.5,40.5,349,1,44835,44,0,0,0,0,0,34
115799,5/2/2022,0,4000.00,3/9/2021,HEPHZIBAH,GA,30815,30,15,3,250,G,OVERDUE,PERM LOCK,1,FMMC,NAL MC,202210,0,0,19.99,19.99,32.99,1,44835,0,0,0,0,0,0,0
116287,5/27/2022,0,3500.00,3/19/2021,DAYTON,OH,45449,30,14,5,3500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,59.98,59.98,77.98,1,44835,0,0,0,0,0,0,0
122491,11/15/2022,0,3000.00,7/29/2021,KISSIMMEE,FL,34744,30,14,5,500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,68.037,228.11,0,228.11,169.06,1,44835,0,55.11,0,0,0,0,0
162113,3/4/2019,FUEL-ONLY PARENT ACCT,0.00,8/2/2012,DALLAS,TX,75231,7,7,3,5700,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,202211,64.781,272.02,0,272.02,404.39,2,45231,9545.96,920.23,0,0,0,0,0
111752,1/8/2022,0,7500.00,7/29/2020,CARMEL,IN,46032,30,21,10,7500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,39.99,39.99,650.78,1,44835,325.53,39.99,0,0,0,0,0
111904,12/3/2021,0,8500.00,8/13/2020,AURORA,IL,60505,7,7,10,8500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202212,0,0,13,13,13,1,44835,0,0,0,0,0,0,0
112635,6/21/2023,0,7500.00,10/15/2020,BENSENVILLE,IL,60106,30,14,10,4800,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,803.581,3582.54,0,3582.54,6730.2,2,44835,0,0,0,0,0,0,0
113093,2/18/2022,0,4000.00,11/19/2020,TUSTIN,CA,92780,30,14,7,4800,G,OVERDUE,PERM LOCK,1,ARMC,NAP,202210,78.542,459.05,874.81,1333.86,3260.06,1,45231,0,1342.28,0,0,0,0,0
113603,9/14/2022,0,52500.00,12/18/2020,COLUMBIA,SC,29223,7,7,3,52500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,650.462,3146.31,1298.73,4445.04,4051.58,5,44835,158.62,0,0,0,0,0,0
113664,5/5/2022,0,15000.00,12/23/2020,CALIFORNIA,MO,65018,30,14,5,15000,Z,UNLOCKED,UNLOCKED,1,CSMC,NAP,202210,2318.65,9926,0,9926,8244.4,5,44835,1318.06,1270.37,0,0,0,0,0
115113,2/13/2023,0,26500.00,2/16/2021,VERNON,BC,V1T1J1,7,7,5,26500,Z,UNLOCKED,UNLOCKED,1,HSMC,NAP,202210,2193.135,11203.37,0,11203.37,14085.75,5,44986,2673.41,3585.11,0,0,0,0,0
115805,4/23/2022,0,5500.00,3/9/2021,SPRING VALLEY,CA,91977,7,7,3,5500,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,202210,555.95,3596.83,0,3596.83,3560,4,44835,0,0,0,0,0,0,0
117442,2/27/2023,0,1000.00,4/20/2021,FORT RILEY,KS,66442,30,14,18,500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,34.491,133.35,0,133.35,138.05,1,44835,0,151.22,7,331.77,0,0,0
117629,7/13/2022,0,16500.00,4/23/2021,SAINT LOUIS,MO,63120,7,5,3,35000,P,PAYMENT PLAN,PERM LOCK,1,BPMC,NAP,202210,552.134,2623.9,8464.23,11088.13,5230.06,4,44835,246.33,0,0,0,0,0,0
117770,8/3/2022,0,4000.00,4/28/2021,MIRAMAR,FL,33025,15,14,18,2800,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,223.74,223.74,47.15,1,44835,0,0,0,0,0,0,0
119051,1/9/2023,0,4000.00,5/27/2021,MIAMI,FL,33177,7,5,7,4000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202301,0,0,493.14,493.14,200,1,44835,0,0,0,0,0,0,0
122516,4/21/2023,0,4600.00,7/30/2021,JEFFERSON,MA,01522,15,15,7,4500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,333.212,1197.28,0,1197.28,1924.12,2,44835,0,55.11,0,0,0,0,0
122943,8/20/2022,0,4500.00,8/5/2021,SAVANNAH,GA,31419,7,7,3,4500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,232.86,1103.51,0,1103.51,630.08,5,44835,0,55.11,0,0,0,0,0
123926,9/8/2022,0,21500.00,8/20/2021,LAKESIDE,MT,59922,30,15,3,21500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,361.59,1854.55,0,1854.55,2787.63,3,44835,0,55.11,0,0,0,0,0
138276,11/21/2022,0,7500.00,3/23/2022,ATLANTA,GA,30350,30,14,7,2300,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,200.333,678.55,0,678.55,801.08,1,44835,0,782.05,13,1421.94,0,0,0
138764,5/14/2023,0,7500.00,3/26/2022,COMPTON,CA,90221,7,5,3,5700,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,1514.704,7275.23,509.7,7784.93,7906.43,4,45231,0,0,0,0,0,0,0
141801,12/22/2022,0,3500.00,5/10/2022,BEN WHEELER,TX,75754,7,7,7,1000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,275.278,1270.71,0,1270.71,1109.29,2,45231,0,0,50,0,1238.63,0,0
195279,4/10/2023,FUEL-ONLY PARENT ACCT,0.00,4/28/2021,NEW SMYRNA BEACH,FL,32168,30,10,10,900,M,OTHER,PERM LOCK,1,Fuelman,Fuelman,202210,40.844,133.83,0,133.83,224.36,1,45231,0,0,222,0,0,0,4554.3
111474,1/15/2022,0,10500.00,7/1/2020,BEAUMONT,TX,77708,7,7,3,10800,P,PAYMENT PLAN,PERM LOCK,1,FMMC,NAL MC,202210,2743.964,12128.5,3251.77,15380.27,15566.54,5,44835,0,0,93,129.84,0,5243.49,1413.79
111974,6/15/2023,0,6300.00,8/20/2020,CARMEL,IN,46032,7,7,10,5090,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,500.445,2092.14,88.46,2180.6,2225.79,4,44835,0,250.3,0,0,0,0,0
113070,4/13/2022,0,8000.00,11/18/2020,WOODLAWN,TN,37191,30,14,3,8000,G,OVERDUE,PERM LOCK,1,SWMC,NAP,202210,29.71,93.58,0,93.58,9811.61,1,45231,0,0,8,961.79,0,0,38.21
113178,1/26/2022,0,8000.00,11/24/2020,WYOMING,MI,49519,7,13,5,10400,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,3813.755,13963.61,1444.47,15408.08,13596.43,4,44835,0,12712.56,0,0,0,0,0
114926,8/17/2022,0,7500.00,2/10/2021,BOSSIER CITY,LA,71111,30,14,10,9000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,139.765,435.31,4390.56,4825.87,3816.87,1,44835,0,0,0,0,0,0,0
115377,8/4/2022,0,4000.00,2/24/2021,FLORISSANT,MO,63033,7,7,10,1600,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,0,0,239.62,239.62,478.12,1,44835,0,0,0,0,0,0,0
115697,12/13/2022,0,3500.00,3/4/2021,JOLIET,IL,60433,30,14,18,200,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,7.8,35,12.79,47.79,220.79,1,44835,0,0,0,0,0,0,0
125404,8/8/2022,0,3000.00,9/11/2021,ATLANTA,GA,30326,30,14,7,4500,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,0,0,4563.72,4563.72,4148.27,4,44986,0,0,0,0,0,0,0
126933,8/23/2022,0,9500.00,10/2/2021,MEMPHIS,TN,38107,7,7,3,9500,P,PAYMENT PLAN,PERM LOCK,0,FMMC,NAL MC,202210,0,0,33119.39,33119.39,24681.29,3,44835,624.17,66.74,0,0,0,0,0
133232,4/3/2023,0,1200.00,1/13/2022,SUFFOLK,VA,23434,30,14,10,2500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,156.8,564.87,0,564.87,750.08,1,44835,0,2700.56,0,0,0,0,0
134063,8/26/2022,0,3500.00,1/26/2022,ATLANTA,GA,30310,15,10,18,2100,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,16.973,57.21,422.16,479.37,13.69,1,44835,0,139.54,0,0,0,0,0
139907,12/2/2022,0,1200.00,4/12/2022,HOUSTON,TX,77078,30,14,5,1200,B,Fraud / Suspicious Activity,PERM LOCK,0,SWMC,NAP,202210,24.278,75.07,0,75.07,72,1,44835,963.71,7.57,0,0,0,0,0
140853,11/21/2022,0,3000.00,4/26/2022,SHERIDAN,WY,82801,30,14,5,300,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,101.82,365.8,0,365.8,541.09,2,44835,0,0,39,85,544.33,0,0
111434,9/13/2023,0,7500.00,6/27/2020,JENKINSBURG,GA,30234,7,5,3,7500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,2801.141,9037.11,0,9037.11,8523.38,4,44835,1639.57,514.91,0,0,0,0,0
113617,4/6/2022,0,30000.00,12/19/2020,CUCAMONGA,CA,91730,30,14,5,30000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,159.18,956.81,0,956.81,2.21,1,44835,0,352.55,0,0,0,0,0
115545,6/10/2022,0,4000.00,3/2/2021,DEDHAM,MA,02026,30,14,7,4000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,0,0,3933,3933,4105.1,2,44835,0,0,0,0,0,0,0
116471,11/16/2022,0,22500.00,3/25/2021,MISSISSUAGA,ON,L5T2K4,7,7,5,22500,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,3232.572,18793.66,0,18793.66,22128.02,4,44835,0,0,0,0,0,0,0
116605,2/26/2023,0,4000.00,3/27/2021,NEWARK,DE,19711,15,15,7,3000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,217.59,762.52,0,762.52,964.27,5,44835,0,0,0,0,0,0,0
116798,5/8/2022,0,4000.00,4/2/2021,CHARLESTON,SC,29423,30,15,7,4000,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,59.423,217.14,929.17,1146.31,1300,2,44986,0,0,0,0,0,0,0
118129,6/26/2022,0,4500.00,5/7/2021,NASHVILLE,TN,37208,30,15,10,4500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202211,23.295,78.54,393.05,471.59,243.95,1,44835,0,0,0,0,0,0,0
118603,6/30/2022,0,3000.00,5/18/2021,DETROIT,MI,48234,30,15,3,3000,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,0,0,0.99,0.99,4549.25,3,44986,0,0,0,0,0,0,0
120612,9/21/2022,0,32500.00,6/29/2021,CAPROCK,NM,88213,15,15,5,59000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,6294.726,25922.6,12728.18,38650.78,35424.09,2,44835,0,16006.81,0,0,0,0,0
120772,8/20/2022,0,4500.00,7/2/2021,WASHINGTON,GA,30673,7,7,5,4500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,782.553,2467.1,4.78,2471.88,2729.48,5,44835,343.32,35,0,0,0,0,0
123121,9/11/2022,0,3500.00,8/8/2021,RIVERVIEW,FL,33579,15,14,18,2500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,153.87,153.87,303.99,2,44835,0,55.11,0,0,0,0,0
125155,11/19/2022,0,3500.00,9/7/2021,SNELLVILLE,GA,30039,30,14,3,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,50.548,163.1,0.4,163.5,277.17,1,44835,0,0,171,0,0,0,4067.8
126657,8/29/2022,0,3500.00,9/29/2021,LITHONIA,GA,30058,15,15,5,2920,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,59.786,243.49,2372.91,2616.4,3300.7,3,44835,624.17,66.74,0,0,0,0,0
126804,12/9/2022,0,5500.00,10/2/2021,CORONA,CA,92879,30,14,7,400,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,68.61,385.44,0,385.44,728.03,2,44835,624.17,66.74,0,0,0,0,0
128413,7/20/2022,0,29000.00,10/23/2021,FORT LAUDERDALE,FL,33309,30,14,7,5320,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,883.758,3523.98,7.92,3531.9,1741.85,2,44835,0,0,139,0,10,1500.13,4003.45
129187,4/7/2023,0,1200.00,11/4/2021,RENO,NV,89506,7,7,18,300,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,22.029,122.02,7,129.02,222.36,1,44835,0,5000,0,0,0,0,0
133826,9/14/2022,0,51000.00,1/22/2022,TUSCALOOSA,AL,35406,30,15,5,6500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,162.399,561.4,8683.35,9244.75,5777.29,10,44835,0,0,49,0,63233.78,0,0
134101,11/14/2022,0,28000.00,1/27/2022,AUBURN,GA,30011,7,5,7,12000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,174.405,831.1,251.82,1082.92,941.1,2,44835,0,0,50,0,11759.03,0,0
111986,3/14/2022,0,26000.00,8/21/2020,MODESTO,CA,95354,7,5,18,26000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,280.79,1598.37,0,1598.37,741.1,3,45231,416.48,0,45,0,175.04,0,0
113843,4/29/2022,0,3500.00,1/1/2021,ATLANTA,GA,30349,30,14,7,800,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,5459.65,5459.65,15532.68,3,44835,0,359.88,0,0,0,0,0
113925,6/11/2022,0,3000.00,1/7/2021,WINTER HAVEN,FL,33881,30,14,18,1120,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,1000,1000,400,1,44835,0,359.88,0,0,0,0,0
114693,3/2/2023,0,2000.00,2/3/2021,RIALTO,CA,92377,30,14,10,1000,I,BAD AGENCY,PERM LOCK,1,ARMC,NAP,202210,13.79,80,0,80,1000,1,44927,0,359.88,0,0,0,0,0
115885,5/21/2022,0,3500.00,3/10/2021,CHARLOTTE,NC,28215,30,14,7,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,0,0,97.51,97.51,1050,2,44835,0,0,0,0,0,0,0
116048,2/8/2023,0,24400.00,3/16/2021,COLUMBUS,OH,43228,30,14,5,14300,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,2139.452,10813.65,0,10813.65,5337.34,2,44835,0,0,0,0,0,0,0
116139,5/29/2022,0,3500.00,3/16/2021,SPENCER,OK,73084,30,14,18,3500,G,OVERDUE,PERM LOCK,1,BPMC,NAP,202210,14.26,45.32,175.99,221.31,90.64,2,44835,0,0,0,0,0,0,0
117008,12/19/2022,0,5000.00,4/8/2021,CLEVELAND,OH,44130,30,14,5,5000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,442.471,1708.55,0,1708.55,3291.1,2,44835,0,1454.57,0,0,0,0,0
117013,7/7/2022,0,5500.00,4/8/2021,UPPER MARLBORO,MD,20772,7,7,5,5500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,817.948,4181.78,670.56,4852.34,4453.49,8,44835,1575.55,322.7,0,0,0,0,0
118033,10/5/2022,0,26500.00,5/6/2021,NASHVILLE,TN,37207,7,7,5,26500,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,223.793,722.11,173.27,895.38,1281.37,7,44835,0,0,0,0,0,0,0
119430,9/4/2022,0,4000.00,6/5/2021,ATLANTA,GA,30338,30,15,5,1000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,50.117,187.72,428.54,616.26,633.83,1,44835,0,80.63,0,0,0,0,0
122615,8/15/2022,0,3500.00,7/30/2021,SAINT PETERSBURG,FL,33701,30,15,3,200,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,202210,0,0,473,473,844.08,1,44835,0,55.11,0,0,0,0,0
125103,2/16/2023,0,57500.00,9/4/2021,ORLANDO,FL,32819,15,15,3,40250,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,1515.684,7311.96,787.79,8099.75,19797.33,1,44986,0,0,0,0,0,0,0
125747,12/30/2022,0,6500.00,9/16/2021,DALLAS,TX,75208,7,7,3,4800,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,1536.112,5771.87,1029.42,6801.29,6769.07,8,44986,0,0,0,0,0,0,0
127324,7/23/2022,0,4000.00,10/8/2021,ORANGE PARK,FL,32065,30,14,10,4000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,202210,121.159,399.02,4744.08,5143.1,4319.04,3,44835,624.17,66.74,0,0,0,0,0
128154,12/21/2022,0,3000.00,10/20/2021,PFLUGERVILLE,TX,78660,30,15,3,1800,P,PAYMENT PLAN,PERM LOCK,1,FMMC,NAL MC,202210,56.4,170.85,0,170.85,391.81,1,44835,0,0,72,250.9,839.86,1924.41,0
128620,3/11/2023,0,5000.00,10/28/2021,BALTIMORE,MD,21223,30,21,5,400,I,BAD AGENCY,PERM LOCK,0,ARMC,NAP,202210,0,0,148.9,148.9,342.16,1,44835,515.51,0,0,0,0,0,0
135375,10/5/2022,0,4000.00,2/12/2022,POMONA,CA,91766,30,14,5,4000,N,NSF,TEMP LOCK,1,ARMC,NAP,202210,134.324,812.2,1305.41,2117.61,2012.65,1,44835,615.12,297.35,25,0,279.84,0,0
143383,11/14/2022,0,3000.00,6/7/2022,MACON,GA,31206,30,14,7,500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,115.542,346.98,0,346.98,505.04,1,44986,0,0,0,0,0,0,0
150630,1/10/2023,0,2000.00,7/14/2022,ANDERSON,SC,29624,30,14,5,2000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,117.29,387.08,0,387.08,706.19,3,44835,9545.96,920.23,0,0,0,0,0
188365,8/24/2023,FUEL-ONLY PARENT ACCT,0.00,10/2/2020,COLUMBUS,OH,43240,30,10,3,15000,M,A/R REASON,PERM LOCK,1,Fuelman,Fuelman,202210,2802.922,10522.33,0,10522.33,10361.42,1,44835,0,0,222,0,0,0,4554.3
222663,5/3/2023,FUEL-ONLY PARENT ACCT,0.00,4/19/2022,COLUMBIA,SC,29209,30,10,9,2400,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,202210,2220.237,7154.33,0,7154.33,6807.2,7,45231,0,426.06,0,0,0,0,0
265976,1/28/2021,0,4500.00,2/23/2019,COLUMBUS,OH,43235,15,15,7,5000,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202212,22.416,67,23.44,90.44,375.89,1,44835,3944.56,0,0,0,0,0,0
185598,8/23/2021,FUEL-ONLY PARENT ACCT,0.00,1/29/2020,ORLANDO,FL,32801,14,10,5,600,M,PAYMNT PLN,PERM LOCK,1,Fuelman,Fuelman,202211,26.938,84,0,84,84,1,45231,0,0,222,0,0,0,4554.3
